id,user_id,reading_month,sharp_peak_price,peak_price,flat_price,valley_price,average_price,is_locked,source_file,created_at
1,0319009900152123,2026-01,0.4551,1.059903,0.623455,0.236955,0.7613323,0,微信图片_20260119092006_77_19.jpg,2026-04-15 03:27:08
2,0319009900152123,2026-02,0.4488,0.98679,0.580488,0.22063,0.74962638,0,d5759a23fba57568fc2b56a2c8b6a7ab.jpg,2026-04-15 03:27:08
3,0948030027271344,2026-02,0.69986875,0.69986875,0.69986875,0.69986875,0.69986875,0,微信图片_20260227091751_105_196.jpg,2026-04-15 03:27:08
4,0948030027271533,2026-02,0.95786875,0.95786875,0.71406875,0.22636875,0.66618123,0,微信图片_20260227091755_106_196.jpg,2026-04-15 03:27:08
5,0948030028524986,2026-02,0.95786875,0.95786875,0.71406875,0.22636875,0.78454055,0,微信图片_20260227092220_107_196.jpg,2026-04-15 03:27:08
6,0948030028525149,2026-02,0.95786875,0.95786875,0.71406875,0.22636875,0.60300513,0,微信图片_20260227092754_108_196.jpg,2026-04-15 03:27:08
7,0948030028524999,2026-02,0.95786875,0.95786875,0.71406875,0.22636875,0.80074774,0,微信图片_20260227093114_109_196.jpg,2026-04-15 03:27:08
8,0948030027271562,2026-02,0.95786875,0.95786875,0.71406875,0.22636875,0.81465321,0,微信图片_20260227094321_113_196.jpg,2026-04-15 03:27:08
9,0948030030377367,2026-02,0.95786875,0.95786875,0.71406875,0.22636875,0.6069108,0,微信图片_20260227094625_114_196.jpg,2026-04-15 03:27:08
10,0948030037341288,2026-02,0.95786875,0.95786875,0.71406875,0.22636875,0.83035179,0,微信图片_20260227094927_115_196.jpg,2026-04-15 03:27:08
11,0948030043525791,2026-02,0.95786875,0.95786875,0.71406875,0.22636875,0.64921232,0,微信图片_20260227095213_116_196.jpg,2026-04-15 03:27:08
12,0948030027333525,2026-02,0.95786875,0.95786875,0.71406875,0.22636875,0.76272293,0,微信图片_20260227095547_117_196.jpg,2026-04-15 03:27:08
13,0948030028525006,2026-02,0.95736875,0.95736875,0.71406875,0.22636875,0.49571429,0,微信图片_20260227095822_118_196.jpg,2026-04-15 03:27:08
14,0948030027271605,2026-02,0.95786875,0.95786875,0.71406875,0.22636875,0.75518841,0,微信图片_20260227101008_119_196.jpg,2026-04-15 03:27:08
15,0948030043388253,2026-02,0.95786875,0.95786875,0.71406875,0.22636875,0.72983923,0,微信图片_20260227101851_120_196.jpg,2026-04-15 03:27:08
16,0950000047355990,2026-02,0.95786875,0.95786875,0.71406875,0.22636875,0.65833539,0,微信图片_20260227104326_122_196.jpg,2026-04-15 03:27:08
17,0950000048227895,2026-02,0.95786875,0.95786875,0.71406875,0.22636875,0.70888761,0,微信图片_20260227105958_124_196.jpg,2026-04-15 03:27:08
18,0950000088133431,2026-02,1.0,0.99806875,0.65596875,0.22516875,1.86728089,0,微信图片_20260227103232_121_196.jpg,2026-04-15 03:27:08
19,0946000080509517,2026-01,1.97,0.36,0.282849,0.25689,,0,电费结算单(0946000080509517).jpg,2026-04-15 03:27:08
20,0948030028525149,2026-03,1.08496875,1.08496875,0.80776875,0.25346875,0.69211237,0,微信图片_20260311084121_139_196.jpg,2026-04-15 03:27:08
21,0948030037341288,2026-03,1.08496875,1.08496875,0.80776875,0.25346875,0.89197274,0,微信图片_20260311084233_141_196.jpg,2026-04-15 03:27:08
22,0950000088133431,2026-03,1.0,1.14276875,0.74966875,0.25456875,,0,微信图片_20260311083304_134_196.jpg,2026-04-15 03:27:08
23,0948030027271562,2026-03,1.08496875,1.08496875,0.80776875,0.25346875,0.80450718,0,微信图片_20260311084123_140_196.jpg,2026-04-15 03:27:08
24,0948030028524986,2026-03,1.08496875,1.08496875,0.80776875,0.25346875,0.87307861,0,微信图片_20260311083733_138_196.jpg,2026-04-15 03:27:08
25,0948030027271344,2026-03,0.69986875,0.69986875,0.69986875,0.69986875,0.69986875,0,微信图片_20260311083730_135_196.jpg,2026-04-15 03:27:08
26,0948030027333525,2026-03,1.08496875,1.08496875,0.80776875,0.25346875,0.83469129,0,微信图片_20260311090134_147_196.jpg,2026-04-15 03:27:08
27,0948030027271533,2026-03,1.08496875,1.08496875,0.80776875,0.25346875,0.63511236,0,微信图片_20260311083732_137_196.jpg,2026-04-15 03:27:08
28,0950000047355990,2026-03,1.08496875,1.08496875,0.80776875,0.25346875,0.65451557,0,微信图片_20260311082449_131_196.jpg,2026-04-15 03:27:08
29,0948030028524999,2026-03,1.08496875,1.08496875,0.80776875,0.25346875,0.83053698,0,微信图片_20260311083731_136_196.jpg,2026-04-15 03:27:08
30,0948030043525791,2026-03,1.08496875,1.08496875,0.80776875,0.25346875,0.82180443,0,微信图片_20260311085406_145_196.jpg,2026-04-15 03:27:08
